Outcome,Nuclear,Wind,Dist_nuclear,Dist_wind,Region,Urban_rural,Health,Job,Landscape,Supply,Trust_reg,Trust_health,Trust_plant,Env,Gender,Age,Income,Education,Race,Religion,PID,AC1,AC2,AC3,AC
-62,19,81,159.833689651383,62.2777674717998,Western,0,4,4,1,4,2,3,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
-20,40,60,139.094230725439,45.7707623383361,Western,0,3,3,2,4,3,2,4,1,Male,After 1996,"$105,000 to $159,999",High,Caucasian,Other Christians,Republican,1,2,1,2
82,91,9,145.034969956998,60.4194738762872,Western,0,3,3,3,3,2,3,2,2,Male,After 1996,"$160,000 or higher",Grad school,Asian,Protestant,Independent,1,2,1,2
2,51,49,166.855288580132,77.4173233697374,Western,0,1,4,1,4,4,4,4,1,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Native American,Muslim,Republican,2,3,2,1
-14,43,57,163.495239033589,74.2464229276928,Western,0,2,4,3,3,2,2,4,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Catholic,Democrat,2,2,1,1
-88,6,94,156.020295055705,74.6480202201442,Western,0,4,3,2,4,1,2,1,2,Female,Before 1946,"Less than $40,000",High,Caucasian,Not religious,Independent,1,1,2,2
-2,49,51,168.286963681735,72.9774256047688,Western,0,4,3,2,4,2,2,3,2,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Catholic,Independent,1,2,2,3
40,70,30,210.095828764107,99.8756110503019,Western,0,3,3,3,4,3,3,3,1,Female,1946 to 1964,"$160,000 or higher",Grad school,Caucasian,Protestant,Democrat,1,2,1,2
0,50,50,160.654013234896,36.7531231224937,Western,0,3,3,2,4,3,2,3,1,Male,Before 1946,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Republican,1,2,1,2
-6,47,53,15.1586005484788,20.4829088227749,Eastern,1,1,2,2,3,3,3,3,2,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Muslim,Democrat,2,1,2,1
44,72,28,175.296964883511,94.3372300129595,Western,0,3,3,3,4,1,1,2,1,Male,Before 1946,"$40,000 to $69,999",Grad school,Caucasian,Protestant,Republican,1,1,2,2
-20,40,60,169.648259618144,72.4492649509883,Western,0,4,4,2,3,1,2,1,2,Female,After 1996,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,2,3
-20,40,60,133.936034596424,52.4612473671976,Western,0,3,4,3,4,2,2,2,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
100,100,0,22.0203157405858,6.61761714204683,Eastern,0,2,4,3,4,3,2,4,1,Male,Before 1946,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
0,50,50,165.058375581814,69.443333185273,Western,0,3,3,2,3,2,2,2,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
0,50,50,149.383668401411,50.2856734250753,Western,0,3,3,2,4,3,3,3,1,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,1,1,1
-60,20,80,148.243848219088,37.0482327253547,Western,0,4,4,1,4,1,1,1,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-2,49,51,175.101052683325,43.0797997109575,Western,0,4,4,4,4,4,4,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Independent,1,2,1,2
-50,25,75,146.547855598347,33.1753731497142,Western,0,4,3,1,4,4,4,2,2,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Democrat,1,2,2,3
50,75,25,157.74839161027,32.5960297543833,Western,0,4,4,3,3,2,2,2,2,Female,After 1996,"Less than $40,000",High,Latin or Hispanic,Other Christians,Independent,2,1,2,1
-70,15,85,160.525428343487,58.4600599186471,Western,0,4,2,1,4,3,4,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
-72,14,86,151.159350352731,30.7081666737737,Western,0,4,3,2,4,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Other Christians,Independent,1,1,1,1
0,50,50,151.287328900692,69.5042526853478,Western,0,4,4,4,4,3,3,3,2,Female,After 1996,"$105,000 to $159,999",4 yrs college,Latin or Hispanic,Not religious,Democrat,3,3,1,0
0,50,50,154.664340556823,49.1579914341285,Western,0,4,4,4,4,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Other faiths,Republican,1,1,1,1
-46,27,73,116.099129385826,34.9453197325469,Eastern,0,4,2,2,4,3,2,3,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Catholic,Republican,1,2,2,3
-20,40,60,18.8511911433631,10.25140513964,Eastern,0,4,4,4,4,3,4,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Catholic,Democrat,1,1,2,2
0,50,50,141.768697953876,31.1064305901828,Western,0,4,3,1,3,2,3,1,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,2,3
8,54,46,150.41290729746,44.129801288154,Western,0,4,4,4,3,4,3,4,2,Male,1965 to 1996,"Less than $40,000",High,African-American,Other Christians,Democrat,2,3,2,1
22,61,39,155.407341188971,74.6906555253731,Western,0,3,3,2,4,3,3,3,1,Female,1946 to 1964,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
-54,23,77,151.701198598488,18.3106676235183,Western,0,4,2,1,4,2,4,2,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,2,3
24,62,38,227.718914326831,2.87105059286432,Western,1,4,3,1,2,2,2,3,1,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Protestant,Independent,1,1,2,2
40,70,30,22.0908629724955,5.37126614959665,Eastern,0,3,4,2,4,2,3,2,1,Male,Before 1946,"$40,000 to $69,999",High,Caucasian,Not religious,Republican,2,1,2,1
80,90,10,169.886503667903,49.3306467362,Western,1,2,2,1,4,4,2,4,1,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-100,0,100,154.45310740171,66.1345657262036,Western,0,4,4,3,4,2,4,3,2,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,129.27261198042,34.7309961885202,Eastern,0,2,4,2,4,2,2,1,2,Female,After 1996,"Less than $40,000",High,Caucasian,Not religious,Independent,3,1,1,0
-58,21,79,196.55888186935,34.6714756584268,Western,0,4,4,3,3,2,3,2,2,Male,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,165.749189574095,67.6459974503873,Western,0,2,4,1,4,2,2,2,1,Female,Before 1946,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-38,31,69,160.260699412396,40.5216904527996,Western,0,4,4,3,4,4,3,3,2,Male,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Other faiths,Democrat,1,2,2,3
-100,0,100,173.362837307107,32.6087063272694,Eastern,0,4,3,3,4,2,4,2,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
-64,18,82,166.362580187074,68.8237212879502,Western,0,4,4,2,4,2,2,2,2,Female,1946 to 1964,"$160,000 or higher",Grad school,Caucasian,Not religious,Democrat,1,2,1,2
-20,40,60,171.654313946589,34.333001348583,Western,1,4,3,2,3,3,3,2,2,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,1,2
-20,40,60,150.41290729746,44.129801288154,Western,0,4,4,2,4,2,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-44,28,72,164.321590680486,71.3009667734846,Western,0,2,4,3,4,3,4,3,1,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Independent,2,1,1,0
60,80,20,202.263288670992,33.6282410774227,Western,1,1,1,1,4,2,1,3,1,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Independent,1,2,2,3
2,51,49,164.246966842386,75.4833417657991,Western,0,3,2,1,3,2,2,2,2,Female,1965 to 1996,"$160,000 or higher",College (no degree),Caucasian,Other faiths,Democrat,1,2,2,3
-84,8,92,121.807614289876,36.272966661781,Eastern,0,4,4,4,4,2,2,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,African-American,Not religious,Independent,1,1,2,2
-100,0,100,123.082390346128,38.3401743011657,Eastern,0,1,4,3,4,1,2,1,2,Female,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Catholic,Independent,1,1,1,1
0,50,50,223.527853948482,95.4410882653901,Western,0,4,4,4,4,4,4,4,2,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Not religious,Independent,1,1,3,1
-20,40,60,166.946951734315,84.2104814665944,Western,0,4,4,1,4,3,3,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
-42,29,71,164.74876947573,80.5119515570457,Western,0,4,4,4,4,3,3,3,2,Male,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Catholic,Republican,1,1,2,2
-100,0,100,162.499224062517,67.6291510813492,Western,0,4,3,2,2,2,4,2,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
-32,34,66,167.298595237425,76.4793646546092,Western,0,3,4,3,4,1,1,2,2,Male,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Not religious,Independent,1,2,2,3
42,71,29,142.034383044023,35.2529503458347,Western,0,4,4,3,4,3,4,3,1,Male,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Independent,1,2,2,3
-50,25,75,170.811740260623,89.4147334704969,Western,0,4,2,1,4,3,2,4,1,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Catholic,Democrat,1,1,1,1
22,61,39,129.27261198042,34.7309961885202,Eastern,0,4,3,1,4,3,4,4,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Buddhist,Democrat,1,2,1,2
0,50,50,160.65040336322,28.9317690635294,Western,0,3,3,1,3,2,3,2,1,Female,After 1996,"$40,000 to $69,999",High,Caucasian,Not religious,Republican,1,2,2,3
10,55,45,166.718312665188,72.4595951604728,Western,0,1,3,1,3,2,2,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,1,3,1
0,50,50,161.182320357514,65.4025463753074,Western,0,4,3,2,4,2,2,2,2,Male,1946 to 1964,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
-30,35,65,173.362837307107,32.6087063272694,Eastern,0,4,4,2,4,4,4,3,2,Male,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Not religious,Republican,1,1,2,2
0,50,50,164.74876947573,80.5119515570457,Western,0,4,3,4,4,2,2,4,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
0,50,50,123.210941459565,35.1782356899712,Eastern,0,2,3,1,3,2,3,2,2,Female,Before 1946,"Less than $40,000",High (incomplete),Caucasian,Other Christians,Democrat,1,2,2,3
6,53,47,168.286963681735,72.9774256047688,Western,0,3,3,4,2,2,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Democrat,1,2,1,2
-2,49,51,150.103353404061,49.9400598747611,Western,0,4,3,3,4,3,4,3,2,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,3,2,2
0,50,50,159.833689651383,62.2777674717998,Western,0,4,3,3,4,4,4,2,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
-24,38,62,168.286963681735,72.9774256047688,Western,0,4,3,2,3,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,African-American,Not religious,Democrat,1,2,2,3
64,82,18,46.0736839547976,43.6359724175005,Eastern,0,1,4,4,4,1,1,4,1,Male,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
0,50,50,178.430902878726,72.4405380248162,Western,0,4,4,3,4,4,4,3,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Catholic,Democrat,1,3,1,1
-40,30,70,162.161602409533,65.2356149962335,Western,0,2,3,3,4,2,4,4,2,Male,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Catholic,Democrat,3,3,1,0
-60,20,80,150.846968758173,68.0310683594815,Western,0,4,3,2,3,2,3,1,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
0,50,50,150.41290729746,44.129801288154,Western,0,4,4,4,4,4,4,4,2,Female,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Jewish,Democrat,3,2,2,2
-22,39,61,200.577345393561,111.977072143843,Western,0,4,2,1,4,2,1,2,2,Female,1965 to 1996,"$105,000 to $159,999",College (no degree),Caucasian,Other Christians,Independent,1,2,2,3
100,100,0,157.015275217236,65.2455088051883,Western,0,2,2,2,4,2,1,3,1,Male,1946 to 1964,"$160,000 or higher",Grad school,Caucasian,Catholic,Republican,1,2,2,3
-40,30,70,155.878004158233,41.7844298835735,Western,0,3,3,2,4,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",High (incomplete),Caucasian,Not religious,Democrat,1,2,2,3
-60,20,80,170.897948389869,23.3005973957526,Eastern,1,4,2,2,3,1,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-40,30,70,165.653518698864,73.9678456291263,Western,0,3,3,2,4,2,2,2,2,Male,1946 to 1964,"Less than $40,000",4 yrs college,Other/Unknown,Other faiths,Independent,1,2,2,3
60,80,20,158.004007746906,52.7782019897556,Western,0,4,2,2,4,2,3,3,1,Male,Before 1946,"Less than $40,000",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
-62,19,81,176.082164134011,95.8647295165238,Western,0,4,2,2,2,2,2,1,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Independent,1,3,2,2
80,90,10,186.91776308032,51.3503945818991,Western,1,4,3,4,4,1,1,1,2,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Independent,1,1,2,2
0,50,50,181.878227417958,37.7881283052653,Eastern,0,3,3,1,4,1,2,2,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Democrat,1,2,2,3
6,53,47,171.693413345919,65.750392153793,Western,0,2,2,4,4,1,2,3,1,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Latin or Hispanic,Catholic,Democrat,1,3,2,2
2,51,49,224.593439472523,146.354632870556,Western,0,4,4,4,4,2,4,3,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Independent,1,1,2,2
100,100,0,151.287328900692,69.5042526853478,Western,0,2,4,4,4,1,1,4,1,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Other Christians,Independent,1,2,1,2
-32,34,66,172.311591975572,27.5284241849545,Eastern,0,4,2,2,3,2,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
12,56,44,218.970287433863,15.6468825147471,Western,0,3,2,3,3,3,3,3,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
-22,39,61,172.447399246593,91.4580506505026,Western,0,3,2,1,3,2,3,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Buddhist,Democrat,1,2,2,3
-100,0,100,161.182320357514,65.4025463753074,Western,0,4,2,1,2,1,4,1,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,2,1,2
-32,34,66,15.1586005484788,20.4829088227749,Eastern,1,4,4,4,4,4,4,4,2,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Catholic,Democrat,2,2,2,2
0,50,50,235.91796221048,30.2121239663452,Western,1,4,4,4,4,4,4,3,2,Female,1946 to 1964,"$40,000 to $69,999",High,Caucasian,Catholic,Republican,1,2,2,3
-46,27,73,148.983315501818,65.6437927874965,Western,0,3,3,3,2,3,2,3,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Asian,Not religious,Democrat,1,2,2,3
0,50,50,149.65112005588,59.1585823460955,Western,0,3,3,1,4,2,2,1,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,1,1,1
60,80,20,163.967363250126,76.996793633522,Western,0,4,4,4,4,2,1,2,1,Female,1946 to 1964,"$105,000 to $159,999",Grad school,Caucasian,Protestant,Republican,1,2,2,3
42,71,29,171.654313946589,34.333001348583,Western,1,1,4,1,4,2,2,3,2,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
-14,43,57,157.732167522325,38.2590054495107,Western,0,4,3,2,4,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,3,2,2
-100,0,100,135.07226332495,54.6638182577108,Western,1,4,1,2,3,1,1,2,2,Female,1965 to 1996,"$105,000 to $159,999",High,Caucasian,Other Christians,Independent,1,2,2,3
-40,30,70,142.034383044023,35.2529503458347,Western,0,2,2,2,1,2,3,2,1,Male,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Independent,1,1,1,1
20,60,40,150.846968758173,68.0310683594815,Western,0,3,3,3,4,3,3,3,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Catholic,Independent,1,2,2,3
90,95,5,18.8511911433631,10.25140513964,Eastern,0,3,2,3,4,2,1,2,2,Male,1965 to 1996,"$105,000 to $159,999",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
80,90,10,165.749189574095,67.6459974503873,Western,0,4,4,2,4,2,1,2,1,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Asian,Not religious,Independent,1,1,1,1
80,90,10,150.103353404061,49.9400598747611,Western,0,4,4,1,4,2,1,3,1,Female,After 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,2,3
40,70,30,15.2787554007844,12.2382895462446,Eastern,0,4,4,3,4,2,1,2,1,Male,Before 1946,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Republican,1,1,1,1
-60,20,80,166.946951734315,84.2104814665944,Western,0,4,2,4,4,3,3,4,2,Female,1965 to 1996,"$105,000 to $159,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,156.020911808719,74.2760136258749,Western,0,4,2,3,3,2,3,2,2,Female,1946 to 1964,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
0,50,50,172.311591975572,27.5284241849545,Eastern,0,2,3,2,4,2,2,3,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Asian,Catholic,Republican,1,1,2,2
-44,28,72,181.878227417958,37.7881283052653,Eastern,0,4,3,2,4,2,2,2,2,Male,1946 to 1964,"$105,000 to $159,999",Grad school,Caucasian,Catholic,Democrat,1,2,1,2
40,70,30,57.6921290484488,29.832303376954,Eastern,0,2,4,1,4,3,1,3,1,Male,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Other faiths,Republican,1,2,2,3
-100,0,100,125.180812383174,41.1183077900971,Eastern,0,1,3,1,4,2,2,2,2,Male,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Democrat,1,1,2,2
24,62,38,80.9485408362033,24.9863522772537,Eastern,0,3,3,3,4,3,2,2,2,Female,1946 to 1964,"$40,000 to $69,999",High,Caucasian,Other Christians,Republican,1,2,2,3
-50,25,75,112.823222840499,36.9764543520882,Eastern,1,4,4,4,3,2,2,4,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,1,2,2
-20,40,60,34.0453021535582,30.4197969359563,Eastern,0,4,4,1,4,4,3,4,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Other faiths,Republican,1,2,2,3
-100,0,100,59.216663338456,25.5166189214895,Eastern,0,4,2,2,4,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Democrat,1,2,2,3
42,71,29,108.824148216664,26.8873504915311,Eastern,0,4,4,2,4,3,3,2,1,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,1,2,2
62,81,19,108.503925088801,36.0825832370871,Eastern,0,3,2,3,4,1,1,2,1,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Not religious,Republican,1,2,2,3
-20,40,60,18.8511911433631,10.25140513964,Eastern,0,4,3,1,3,2,3,2,2,Female,1946 to 1964,"$40,000 to $69,999",High,Caucasian,Not religious,Republican,1,2,2,3
-60,20,80,10.127407308518,17.0959185123389,Eastern,0,3,4,3,3,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Democrat,1,2,2,3
0,50,50,132.0155553618,44.6613869003542,Eastern,1,4,4,2,4,3,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other faiths,Democrat,1,2,2,3
-20,40,60,83.6015055442526,6.34425839921745,Eastern,1,4,4,4,3,1,3,2,2,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Not religious,Democrat,2,2,2,2
-100,0,100,129.39490407189,36.0274026540904,Eastern,0,1,1,1,1,1,1,1,2,Male,1965 to 1996,"Less than $40,000",High,Caucasian,Not religious,Republican,1,2,2,3
-40,30,70,168.132919855636,25.7583178104708,Eastern,0,4,3,2,3,1,3,1,1,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,136.656558503099,71.237116207277,Eastern,1,2,4,4,4,3,2,4,1,Female,1965 to 1996,"Less than $40,000",College (no degree),Native American,Other Christians,Republican,1,1,2,2
-10,45,55,125.396728817223,38.1219955930433,Eastern,0,4,3,3,4,2,2,2,2,Female,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-2,49,51,63.4010767701208,42.2470272720363,Eastern,1,4,2,4,2,2,4,2,1,Female,After 1996,"Less than $40,000",High,Latin or Hispanic,Not religious,Republican,1,2,2,3
0,50,50,123.082390346128,38.3401743011657,Eastern,0,3,4,3,4,1,2,1,2,Female,1965 to 1996,"Less than $40,000",Grad school,Caucasian,Not religious,Independent,1,3,2,2
-80,10,90,46.0736839547976,43.6359724175005,Eastern,0,4,3,2,4,2,4,1,2,Female,After 1996,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,1,2
0,50,50,110.301941719251,36.8975064371447,Eastern,1,4,4,4,3,2,4,2,2,Male,1965 to 1996,"$40,000 to $69,999",High,Native American,Catholic,Republican,1,1,2,2
-18,41,59,125.180812383174,41.1183077900971,Eastern,0,4,4,4,4,1,2,1,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,2,3,2
-80,10,90,108.503925088801,36.0825832370871,Eastern,0,4,3,1,4,1,3,2,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
0,50,50,173.854450768189,21.1481680212887,Eastern,0,4,3,2,4,2,2,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
-60,20,80,125.180812383174,41.1183077900971,Eastern,0,1,4,2,4,3,2,3,1,Male,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Protestant,Democrat,1,2,1,2
-40,30,70,181.878227417958,37.7881283052653,Eastern,0,4,4,1,4,2,2,1,2,Female,1965 to 1996,"Less than $40,000",Grad school,Caucasian,Not religious,Independent,1,2,2,3
-20,40,60,58.5434999589411,10.0703840952998,Eastern,1,2,4,3,4,4,2,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Independent,1,1,1,1
-60,20,80,79.1058979183621,26.4165604622724,Eastern,0,4,3,1,4,2,3,2,2,Female,After 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,3,1,2,1
60,80,20,181.878227417958,37.7881283052653,Eastern,0,4,4,3,4,4,4,4,2,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
-56,22,78,129.39490407189,36.0274026540904,Eastern,0,2,2,2,2,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,1,2
-2,49,51,168.132919855636,25.7583178104708,Eastern,0,4,3,4,4,2,2,3,2,Female,After 1996,"Less than $40,000",High (incomplete),Asian,Buddhist,Democrat,1,3,1,1
