year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
2004,Nevada,Nevada2004,32,26,1,0,0,0,0,AA,23.0,Aa2,23.0,(NA),0.0,2093158000.0,1568953000.0,0.51585066,10196.5,13274.271,8686.071,1510.429,7971.598,12547.117,5391.196,17938.313,0.138,1,4,2,2,1,34442,4.5,0.1818143,0.1121362,100209,0.0407639,2332484,21.24,893.516,1292.137,3011.529,356.707,0.0,1,0,2,0,0,1,42,21,1,1.0,2093.0,2093.158,1449687,1201965,1293712,150778,16794,13832,120152,8686.071,893.516,1292.137,3011.529,356.707,8686.071,893.516,1292.137,3011.529,356.707,34442.0,2093158000.0,1568953000.0,100209.0,17938.313,5391.19580078125,17938.312,5391.196,372.39575,38.307487,55.397465,129.11253,15.29301,1476.6232,89739440.0,4296.2354,720.00494,593.01587,5151.2466,0.25219417,769.06476,231.13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Nevada,Nevada2005,32,27,1,0,0,0,0,AA,23.0,Aa1,24.0,(NA),0.0,2213417000.0,1743794000.0,0.51585066,11535.2,15374.683,9019.184,2516.016,9043.57,,,18354.829,0.138,1,4,2,2,1,37370,4.5,0.1852165,0.1131088,112416,0.0352941,2414807,21.98757,707.974,1397.148,3099.483,401.064,0.0,1,0,2,0,0,1,42,21,1,0.97,,2213.417,1543112,1273415,1381989,155952,17019,13859,125074,9019.184,707.974,1397.148,3099.483,401.064,8748.608,686.7348,1355.2335,3006.4985,389.03207,36248.902,2147014500.0,1691480200.0,109043.52,18354.829,5620.9296875,17804.186,5452.302,362.29016,28.438496,56.121815,124.50264,16.110275,1501.1097,88910400.0,4515.6206,704.7768,573.9175,5179.4614,0.24134822,737.2923,225.78624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Nevada,Nevada2006,32,28,1,0,0,0,0,AA+,24.0,Aa1,24.0,(NA),0.0,2791949000.0,1826672000.0,0.51585066,12341.5,16577.526,10193.68,2147.82,9763.849,,,20108.161,0.138,1,4,2,2,1,38850,4.3,0.180696,0.1109757,121712,0.0321434,2492427,22.72257,757.363,1573.72,3444.156,395.951,0.0,1,0,2,0,0,1,42,21,1,0.94,,2791.949,1626299,1330763,1459220,161920,17075,14053,130792,10193.68,757.363,1573.72,3444.156,395.951,9582.059,711.9212,1479.2968,3237.5066,372.19394,36519.0,2624432000.0,1717071600.0,114409.28,20108.161,5850.66357421875,18901.672,5499.6235,384.4469,28.563372,59.351658,129.89374,14.932993,1465.1984,105296250.0,4590.276,685.07526,563.82794,5247.576,0.26238558,758.36414,220.65335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Nevada,Nevada2007,32,29,1,0,0,0,0,AA+,24.0,Aa1,24.0,AA+,18.0,2320299000.0,,0.51585066,14183.6,17828.475,10545.49,3638.11,10445.337,,,21655.007,0.138,1,4,2,2,1,39853,4.7,0.1813964,0.1113495,129314,0.0292707,2565382,23.35861,810.196,1564.899,3818.813,476.091,0.0,1,0,2,0,0,1,42,21,1,0.91,,2320.299,1666531,1343336,1492783,168913,17119,14672,137122,10545.49,810.196,1564.899,3818.813,476.091,9596.396,737.2784,1424.0582,3475.1199,433.24283,36266.23,2111472100.0,,117675.74,21655.007,6080.3974609375,19706.057,5533.1616,374.0728,28.739517,55.51057,135.46208,16.888044,1413.6776,82306344.0,4587.065,667.30804,571.9226,5345.091,0.2646097,768.1529,215.68568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,New Hampshire,New Hampshire1979,33,1,0,0,0,0,0,.,,.,,.,,292753000.0,204855000.0,0.60236543,839.724,1103.4,784.0,55.724,640.6,584.3,513.9,1098.2,0.062,0,2,2,1,0,8700,3.2,0.21854,0.1110911,8429,0.01969,909074,101.37,114.0,103.0,161.0,58.0,1.0,1,0,0,0,0,0,400,24,0,2.6,352.0,293.0,468691,403256,398979,64028,7294,8135,48599,784.0,114.0,103.0,161.0,58.0,2038.3999,296.4,267.8,418.59998,150.79999,22620.0,761157760.0,532622980.0,21915.398,1098.2,513.9000244140625,2855.3198,1336.14,224.22816,32.604607,29.458546,46.046852,16.588306,2488.2463,83728910.0,2410.7388,802.3549,894.86664,5345.9893,0.090114936,314.09103,146.97813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,New Hampshire,New Hampshire1980,33,2,0,0,0,0,0,.,,.,,.,,345912000.0,240714000.0,0.6140578,893.833,1220.9,889.0,4.833,681.5,564.2,656.6,1220.8,0.062,0,2,2,1,0,9850,4.6,0.2129023,0.1118823,9365,0.0126898,920610,102.65,129.0,133.0,190.0,55.0,1.0,1,0,0,0,0,0,400,24,0,2.29,368.0,346.0,483206,411395,409403,67614,7391,8101,52122,889.0,129.0,133.0,190.0,55.0,2035.8099,295.41,304.57,435.1,125.95,22556.5,792138500.0,551235100.0,21445.85,1220.8,656.5999755859375,2795.6318,1503.6139,221.13707,32.08851,33.0835,47.262142,13.681146,2450.169,86044960.0,2329.5261,802.8372,879.96,5661.6807,0.09025381,303.6717,163.328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,New Hampshire,New Hampshire1981,33,3,0,0,0,0,0,.,,.,,.,,306355000.0,252038000.0,0.6140578,943.947,1306.3,782.0,161.947,731.5,661.1,708.9,1370.0,0.062,0,2,2,1,0,11021,5.2,0.2039245,0.1131728,10562,0.0173917,936621,104.44,122.0,148.0,214.0,63.0,1.0,1,0,0,0,0,0,400,24,0,2.08,420.0,306.0,493984,421643,420508,67614,7077,8180,52357,782.0,122.0,148.0,214.0,63.0,1626.5599,253.76,307.84,445.12,131.04,22923.68,637218370.0,524239000.0,21968.959,1370.0,708.9000244140625,2849.5999,1474.512,173.66255,27.093136,32.86708,47.524025,13.990717,2447.4873,68033740.0,2345.555,755.58844,873.3522,5589.988,0.07095545,304.24258,157.42888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,New Hampshire,New Hampshire1982,33,4,0,0,0,0,0,.,,.,,.,,317026000.0,231470000.0,0.6140578,1051.49,1454.9,1488.0,-436.51,859.2,656.4,932.4,1588.8,0.062,0,2,2,1,0,12010,7.0,0.198371,0.115013,11463,0.011849,947719,105.68,180.0,198.0,523.0,73.0,1.0,1,0,0,0,0,0,400,24,0,1.96,404.0,317.0,500300,422229,426599,68016,7114,8368,52534,1488.0,180.0,198.0,523.0,73.0,2916.48,352.80002,388.08002,1025.0801,143.08,23539.6,621370940.0,453681200.0,22467.48,1588.8,932.4000244140625,3114.048,1827.504,307.7368,37.226227,40.94885,108.16287,15.097302,2483.8164,65564892.0,2370.6902,750.6445,882.96216,5543.204,0.123896755,328.5835,192.83185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,New Hampshire,New Hampshire1983,33,5,0,0,0,0,0,.,,.,,.,,351751000.0,266757000.0,0.6140578,1167.02,1585.8,1651.0,-483.98,911.5,656.0,1245.9,1901.9,0.062,0,2,2,1,0,13064,5.6,0.1920399,0.1158502,12714,0.0109895,958134,106.84,206.0,211.0,562.0,91.0,0.0,0,0,0,0,0,0,400,24,0,1.9,389.0,352.0,519931,438351,444938,68903,7083,8629,53191,1651.0,206.0,211.0,562.0,91.0,3136.9,391.4,400.9,1067.7999,172.9,24821.6,668326900.0,506838300.0,24156.6,1901.9,1245.9000244140625,3613.6099,2367.21,327.3968,40.850235,41.841747,111.445786,18.045492,2590.619,69752970.0,2521.2131,739.2494,900.60474,5551.52,0.12637782,377.1508,247.0646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,New Hampshire,New Hampshire1984,33,6,0,0,0,0,0,.,,.,,.,,367567000.0,277016000.0,0.6799908,1275.85,1786.5,1689.0,-413.15,1067.2,748.8,1396.5,2145.3,0.062,0,2,2,1,0,14547,4.3,0.1863105,0.1156763,14947,0.0195484,976864,108.93,211.0,195.0,583.0,97.0,0.0,0,0,0,0,0,0,400,24,0,1.82,398.0,368.0,556120,468626,481322,69020,7248,9067,52705,1689.0,211.0,195.0,583.0,97.0,3073.98,384.02002,354.90002,1061.06,176.54001,26475.541,668971970.0,504169120.0,27203.541,2145.3,1396.5,3904.446,2541.6301,314.6784,39.311512,36.330547,108.61902,18.072117,2710.2585,68481580.0,2784.783,741.9661,928.17426,5395.326,0.11610641,399.69186,260.1826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,New Hampshire,New Hampshire1985,33,7,0,0,0,0,0,.,,.,,.,,419964000.0,307475000.0,0.6799908,1382.38,1942.5,1812.0,-429.62,1124.2,801.0,1624.0,2425.0,0.062,0,2,2,1,0,15815,3.8,0.1825929,0.1153746,16867,0.0203601,996753,111.15,226.0,209.0,605.0,105.0,0.0,0,0,0,0,0,0,400,24,0,1.76,411.0,420.0,589495,491963,514063,70122,7468,9370,53284,1812.0,226.0,209.0,605.0,105.0,3189.1199,397.76,367.84,1064.8,184.8,27834.4,739136640.0,541156000.0,29685.92,2425.0,1624.0,4268.0,2858.24,319.95087,39.905575,36.903828,106.82687,18.540201,2792.5073,74154440.0,2978.2625,749.2328,940.05237,5345.758,0.11457476,428.19034,286.7551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,New Hampshire,New Hampshire1986,33,8,0,0,0,0,0,.,,.,,.,,404309000.0,327616000.0,0.6799908,1547.74,2170.5,2079.0,-531.26,1248.6,910.0,1967.0,2877.0,0.042,0,2,2,1,0,16981,2.5,0.1804785,0.1141404,18773,0.0283922,1025053,114.3,239.0,239.0,725.0,115.0,0.0,0,0,0,0,0,0,400,24,0,1.72,427.0,404.0,621562,516036,545263,71142,7729,9197,54216,2079.0,239.0,239.0,725.0,115.0,3575.8801,411.08002,411.08002,1247.0,197.8,29207.32,695411500.0,563499500.0,32289.56,2877.0,1967.0,4948.44,3383.24,348.84833,40.103294,40.103294,121.652245,19.296564,2849.3474,67841520.0,3150.038,754.00977,897.2219,5289.0923,0.12243096,482.74966,330.0551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,New Hampshire,New Hampshire1987,33,9,0,0,0,0,0,.,,.,,.,,388811000.0,326877000.0,0.6799908,1699.95,2483.7,2365.0,-665.05,1483.8,1065.0,1973.0,3038.0,0.042,0,2,2,1,0,18261,2.3,0.1773707,0.1128723,21463,0.0285215,1054289,117.56,276.0,271.0,854.0,130.0,0.0,0,0,0,0,0,0,400,24,0,1.66,540.0,389.0,639496,538795,560855,73526,8140,9027,56359,2365.0,276.0,271.0,854.0,130.0,3925.9,458.16,449.86,1417.64,215.8,30313.26,645426240.0,542615800.0,35628.58,3038.0,1973.0,5043.08,3275.18,372.37418,43.456776,42.669514,134.46408,20.468771,2875.2324,61219100.0,3379.3938,772.0843,856.21686,5345.688,0.12951098,478.33945,310.65295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,New Hampshire,New Hampshire1988,33,10,0,0,0,0,0,.,,.,,.,,397954000.0,328700000.0,0.6608251,1770.79,2590.4,2649.0,-878.21,1597.1,1097.0,2324.0,3421.0,0.042,0,2,2,1,0,19563,2.5,0.1764309,0.1117703,23171,0.0268314,1082577,120.72,302.0,278.0,966.0,146.0,0.0,0,0,0,0,0,0,400,24,0,1.6,935.0,398.0,665004,554589,584140,75853,8363,8525,58965,2649.0,302.0,278.0,966.0,146.0,4238.4,483.2,444.80002,1545.6,233.6,31300.8,636726400.0,525920000.0,37073.6,3421.0,2324.0,5473.6,3718.4001,391.51025,44.63424,41.087147,142.77045,21.578142,2891.3232,58815810.0,3424.5696,772.50854,787.47284,5446.7256,0.13540867,505.6084,343.47675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,New Hampshire,New Hampshire1989,33,11,0,0,0,0,0,.,,.,,.,,410726000.0,352767000.0,0.6608251,1840.11,2887.8,1850.0,-9.89,1783.1,1261.0,2499.0,3760.0,0.042,0,2,2,1,0,20475,3.5,0.1738309,0.1113604,23885,0.0202711,1104522,123.16,216.496,293.603,386.728,142.347,0.0,0,0,0,0,0,0,400,24,0,1.52,652.0,411.0,664954,554765,581956,78389,8466,8459,61464,2310.5,254.5,303.0,683.5,144.5,2812.0,329.0739,446.27655,587.82654,216.36743,31122.0,624303500.0,536205820.0,36305.2,3760.0,2499.0,5715.1997,3798.48,254.58977,29.793333,40.404495,53.219994,19.589237,2817.6895,56522504.0,3286.9602,766.4854,765.8516,5564.7603,0.09035409,517.43646,343.90262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,New Hampshire,New Hampshire1990,33,12,0,0,0,0,0,.,,.,,.,,427367000.0,373603000.0,0.6608251,1947.58,3068.7,1972.0,-24.42,1874.6,1417.0,2860.0,4277.0,0.042,0,2,2,1,0,20512,5.6,0.1727119,0.1125744,23784,0.007118,1112384,124.04,207.0,328.0,401.0,143.0,0.0,0,0,0,0,0,0,400,24,0,1.45,956.0,427.0,647635,531879,564325,78988,8785,7454,62749,1972.0,207.0,328.0,401.0,143.0,2859.4001,300.15002,475.6,581.45,207.35,29742.4,619682200.0,541724350.0,34486.8,4277.0,2860.0,6201.6504,4147.0,257.05154,26.982592,42.75502,52.27062,18.640146,2673.753,55707576.0,3100.2605,789.74524,670.09235,5640.9478,0.09613886,557.5098,372.80292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,New Hampshire,New Hampshire1991,33,13,0,0,0,0,0,.,,.,,.,,539801000.0,441244000.0,0.6608251,2088.36,3426.4,2135.0,-46.64,2115.7,1574.0,3586.0,5160.0,0.042,0,2,2,1,0,21189,7.3,0.1765347,0.1153254,24778,-0.002207,1109929,123.77,175.0,398.0,404.0,143.0,0.0,0,0,0,0,0,0,400,24,0,1.39,866.0,540.0,620969,504917,540110,76565,7831,5444,63290,2135.0,175.0,398.0,404.0,143.0,2967.65,243.25,553.22,561.56,198.77,29452.709,750323400.0,613329150.0,34441.418,5160.0,3586.0,7172.4,4984.54,267.37296,21.915815,49.842827,50.594227,17.908354,2653.567,67601020.0,3103.0288,705.54065,490.4818,5702.1665,0.100759834,646.2035,449.0864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,New Hampshire,New Hampshire1992,33,14,0,0,0,0,0,.,,.,,.,,935192000.0,732951000.0,0.56219923,2871.66,4155.9,2871.051,0.609,2493.7,1604.0,4143.0,5747.0,0.042,0,2,2,1,0,22002,7.6,0.179702,0.1167829,26555,0.007077,1117784,124.64,192.968,937.208,467.794,138.447,0.0,0,0,0,0,0,0,400,24,0,1.35,890.0,935.0,633223,509505,552952,75998,7680,5276,63042,2871.051,192.968,937.208,467.794,138.447,3875.919,260.5068,1265.2308,631.5219,186.90346,29702.701,1262509200.0,989483840.0,35849.25,5747.0,4143.0,7758.45,5593.0503,346.75027,23.305649,113.190994,56.49767,16.720892,2657.2844,112947510.0,3207.1716,687.0737,472.0053,5639.909,0.13049047,694.0921,500.3695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,New Hampshire,New Hampshire1993,33,15,0,0,0,0,0,.,,.,,.,,651746000.0,779731000.0,0.56219923,2874.04,4344.7,2897.994,-23.954,2587.8,1638.179,4581.519,6219.698,0.042,0,2,2,1,0,22376,6.3,0.1821254,0.1177512,27612,0.0104439,1129458,125.94,223.465,918.863,517.573,139.85,0.0,0,0,0,0,0,0,400,24,0,1.31,842.0,652.0,646500,520754,565723,76423,7514,4847,64062,2897.994,223.465,918.863,517.573,139.85,3796.3718,292.73914,1203.7104,678.02057,183.2035,29312.559,853787200.0,1021447550.0,36171.72,6219.698,4581.51904296875,8147.804,6001.7896,336.12332,25.91855,106.574165,60.030613,16.22048,2595.2766,75592650.0,3202.5732,665.27484,429.1439,5671.924,0.12951349,721.3906,531.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,New Hampshire,New Hampshire1994,33,16,0,0,0,0,0,.,,.,,.,,955616000.0,900857000.0,0.56219923,3081.07,4457.4,3178.735,-97.665,2489.5,1719.432,4972.111,6691.543,0.042,0,2,2,1,0,23607,4.7,0.1854161,0.1185189,29456,0.0116003,1142560,127.4,214.106,1081.516,535.244,144.228,0.0,0,0,0,0,0,0,400,24,0,1.27,234.0,956.0,670460,540779,588959,77023,7638,4636,64749,3178.735,214.106,1081.516,535.244,144.228,4036.9934,271.9146,1373.5253,679.7599,183.16956,29980.889,1213632300.0,1144088300.0,37409.12,6691.543,4972.11083984375,8498.26,6314.5806,353.3288,23.798716,120.214714,59.494457,16.031504,2624.01,106220440.0,3274.1494,668.4988,405.7555,5667.0107,0.13465223,743.79114,552.6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,New Hampshire,New Hampshire1995,33,17,0,0,0,0,0,.,,.,,.,,865559000.0,791037000.0,0.56219923,3269.28,4542.7,3095.874,173.406,2602.6,1935.564,5007.258,6942.822,0.042,0,2,2,1,0,24748,4.0,0.1870796,0.1189898,32149,0.0131293,1157561,129.08,205.28,942.933,557.018,159.983,0.0,0,0,0,0,0,0,400,24,0,1.24,289.0,866.0,684551,559105,601639,78348,8004,4579,65765,3095.874,205.28,942.933,557.018,159.983,3838.8838,254.5472,1169.2369,690.70233,198.37892,30687.52,1073293200.0,980885900.0,39864.76,6942.822,5007.2578125,8609.1,6208.9995,331.63556,21.98996,101.00867,59.668762,17.137665,2651.0498,92720220.0,3443.8584,691.45386,395.57312,5681.3423,0.12509593,743.72754,536.38635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,New Hampshire,New Hampshire1996,33,18,0,0,0,0,0,AA+,24.0,Aa,23.0,AA+,18.0,889933000.0,862047000.0,0.46797115,3560.83,4672.9,3240.034,320.796,2618.8,1872.15,5060.635,6932.785,0.034,0,2,2,1,0,26427,3.7,0.1868677,0.1193715,34823,0.0148225,1174719,130.99,224.301,987.83,579.266,145.669,0.0,0,0,0,0,0,0,400,24,0,1.2,293.0,890.0,701192,573847,617118,79435,8178,4470,66787,3240.034,224.301,987.83,579.266,145.669,3888.0408,269.1612,1185.3961,695.1192,174.80281,31712.4,1067919600.0,1034456450.0,41787.6,6932.785,5060.634765625,8319.343,6072.7617,330.97623,22.912815,100.908905,59.173233,14.880394,2699.5732,90908520.0,3557.2424,696.1665,380.51654,5685.36,0.12260316,708.19855,516.9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,New Hampshire,New Hampshire1997,33,19,0,0,0,0,0,AA,23.0,Aa2,23.0,(I),0.0,842376000.0,839669000.0,0.46797115,3560.75,4855.143,3323.538,237.212,2751.6,1908.659,5158.067,7066.726,0.034,0,2,2,1,0,27257,3.1,0.1872661,0.1189701,36569,0.0125187,1189425,132.63,306.495,904.665,624.135,179.525,1.0,1,0,0,0,0,0,400,24,0,1.18,346.0,842.0,721883,590068,636784,80349,8108,4502,67739,3323.538,306.495,904.665,624.135,179.525,3921.7747,361.6641,1067.5046,736.4793,211.83948,32163.258,994003650.0,990809340.0,43151.418,7066.726,5158.06689453125,8338.736,6086.5186,329.7202,30.406633,89.74964,61.918938,17.810242,2704.1013,83570100.0,3627.9226,681.6739,378.50223,5695.105,0.12193338,701.0729,511.71942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
