X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
390,226,NA,60,Chinese Virus,NA,NA,NA,NA,NA,1,1,39,White,"$75,000 to $99,999",Somewhat worried,Never,Democrat,,Very Liberal,North Carolina,1,NA,1,1,60,NA,NA,1,1,NA,1,5,3,5,2,0,390,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
391,285,NA,20,COVID-19,NA,NA,NA,NA,NA,1,0,70,White,"$35,000 to $49,999",Very worried,Sometimes,Independent,Republican,Moderate,Florida,1,NA,1,1,20,NA,NA,1,1,NA,1,3,2,3,3,1,391,4-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,virus4
392,105,80,NA,COVID-19,NA,NA,1,NA,NA,NA,0,41,White,"Less than $25,000",Somewhat worried,Never,Independent,Democratic,Liberal,Massachusetts,0,1,NA,1,80,NA,1,NA,1,1,NA,4,3,1,2,0,392,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,covid4
393,178,12,NA,COVID-19,NA,NA,1,NA,NA,NA,0,42,White,"$150,000 or more",Somewhat worried,Sometimes,Republican,,Conservative,Pennsylvania,0,1,NA,1,12,NA,1,NA,1,1,NA,2,1,7,2,1,393,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
394,315,53,NA,COVID-19,NA,NA,2,NA,NA,NA,0,31,White,"$50,000 to $74,999",Somewhat worried,Always,Republican,,Moderate,Georgia,0,1,NA,1,53,NA,2,NA,2,2,NA,3,2,4,2,4,394,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,covid4
395,468,4,NA,COVID-19,1,1,NA,NA,NA,NA,0,66,Black,"$50,000 to $74,999",Not too worried,Sometimes,Democrat,,Very Liberal,South Carolina,0,0,NA,0,4,1,1,NA,1,2,NA,5,3,4,1,1,395,3-item,a,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,covid3
396,144,NA,40,Chinese Virus,NA,NA,NA,1,0,NA,0,35,White,"$50,000 to $74,999",Not too worried,Sometimes,Democrat,,Liberal,Wisconsin,1,NA,0,0,40,0,NA,1,1,NA,1,4,3,4,1,1,396,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,virus3
397,142,NA,88,Chinese Virus,NA,NA,NA,NA,NA,2,1,32,White,"Less than $25,000",Somewhat worried,About half the time,Independent,Democratic,Liberal,Kentucky,1,NA,1,1,88,NA,NA,2,2,NA,2,4,3,1,2,2,397,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus4
398,467,30,NA,COVID-19,NA,NA,2,NA,NA,NA,0,35,White,"$75,000 to $99,999",Somewhat worried,Always,Democrat,,Liberal,Wisconsin,0,1,NA,1,30,NA,2,NA,2,2,NA,4,3,5,2,4,398,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid4
399,162,NA,80,Chinese Virus,NA,NA,NA,1,0,NA,1,43,White,"$75,000 to $99,999",Very worried,Sometimes,Democrat,,Liberal,Illinois,1,NA,0,0,80,0,NA,1,1,NA,1,4,3,5,3,1,399,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
400,439,15,NA,COVID-19,NA,NA,1,NA,NA,NA,1,56,Hispanic,"Less than $25,000",Somewhat worried,About half the time,Democrat,,Liberal,California,0,1,NA,1,15,NA,1,NA,1,1,NA,4,3,1,2,2,400,4-item,a,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid4
401,118,NA,79,Chinese Virus,NA,NA,NA,1,0,NA,1,33,White,"$35,000 to $49,999",Very worried,Always,Democrat,,Liberal,Illinois,1,NA,0,0,79,0,NA,1,1,NA,1,4,3,3,3,4,401,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
402,191,NA,40,Chinese Virus,NA,NA,NA,NA,NA,2,0,41,White,"$25,000 to $34,999",Very worried,About half the time,Independent,Democratic,Moderate,Maine,1,NA,1,1,40,NA,NA,2,2,NA,2,3,2,2,3,2,402,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus4
403,106,90,NA,COVID-19,NA,NA,2,NA,NA,NA,0,24,Hispanic,"$50,000 to $74,999",Somewhat worried,Always,Democrat,,Liberal,California,0,1,NA,1,90,NA,2,NA,2,2,NA,4,3,4,2,4,403,4-item,a,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
404,141,NA,75,Chinese Virus,NA,NA,NA,1,0,NA,0,35,White,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Liberal,Wisconsin,1,NA,0,0,75,0,NA,1,1,NA,1,4,3,2,2,0,404,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
405,377,7,NA,COVID-19,NA,NA,1,NA,NA,NA,1,53,White,"$100,000 to $149,999",Not worried at all,Sometimes,Republican,,Conservative,Georgia,0,1,NA,1,7,NA,1,NA,1,1,NA,2,1,6,0,1,405,4-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,covid4
406,122,60,NA,COVID-19,3,0,NA,NA,NA,NA,1,26,White,"$50,000 to $74,999",,Always,Independent,No opinion,Moderate,Utah,0,0,NA,0,60,0,3,NA,3,3,NA,3,2,4,0,4,406,3-item,a,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,covid3
407,85,NA,77,Chinese Virus,NA,NA,NA,2,0,NA,0,27,White,"$100,000 to $149,999",Not worried at all,Never,Democrat,,Very Liberal,Massachusetts,1,NA,0,0,77,0,NA,2,2,NA,2,5,3,6,0,0,407,3-item,b,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,virus3
408,192,NA,1,Chinese Virus,NA,NA,NA,NA,NA,0,0,42,White,"$35,000 to $49,999",Very worried,Sometimes,Republican,,Conservative,Nebraska,1,NA,1,1,1,NA,NA,0,0,NA,0,2,1,3,3,1,408,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus4
409,384,NA,62,Chinese Virus,NA,NA,NA,NA,NA,1,0,43,White,"$25,000 to $34,999",Somewhat worried,Sometimes,Independent,Republican,Moderate,Massachusetts,1,NA,1,1,62,NA,NA,1,1,NA,1,3,2,2,2,1,409,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,virus4
410,150,NA,10,Chinese Virus,NA,NA,NA,NA,NA,1,1,51,Hispanic,"$50,000 to $74,999",Very worried,Never,Independent,Democratic,Liberal,California,1,NA,1,1,10,NA,NA,1,1,NA,1,4,3,4,3,0,410,4-item,b,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
411,143,NA,5,Chinese Virus,NA,NA,NA,NA,NA,2,0,63,White,"$35,000 to $49,999",Very worried,Sometimes,Republican,,Conservative,New Jersey,1,NA,1,1,5,NA,NA,2,2,NA,2,2,1,3,3,1,411,4-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus4
412,164,0,NA,COVID-19,0,0,NA,NA,NA,NA,1,58,White,"$25,000 to $34,999",Not too worried,Never,Republican,,Very conservative,California,0,0,NA,0,0,0,0,NA,0,0,NA,1,1,2,1,0,412,3-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,covid3
413,88,NA,10,Chinese Virus,NA,NA,NA,NA,NA,1,0,41,White,"$100,000 to $149,999",Somewhat worried,About half the time,Democrat,,Liberal,Maryland,1,NA,1,1,10,NA,NA,1,1,NA,1,4,3,6,2,2,413,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
414,207,84,NA,COVID-19,2,0,NA,NA,NA,NA,0,35,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Liberal,Oklahoma,0,0,NA,0,84,0,2,NA,2,2,NA,4,3,2,3,3,414,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
415,264,NA,66,Chinese Virus,NA,NA,NA,2,1,NA,0,26,Black,"Less than $25,000",Very worried,Always,Democrat,,Moderate,Florida,1,NA,0,0,66,1,NA,2,2,NA,3,3,2,1,3,4,415,3-item,b,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,virus3
416,195,NA,26,Chinese Virus,NA,NA,NA,1,0,NA,0,31,White,"$100,000 to $149,999",Not too worried,Sometimes,Democrat,,Liberal,Michigan,1,NA,0,0,26,0,NA,1,1,NA,1,4,3,6,1,1,416,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,virus3
417,133,NA,31,COVID-19,NA,NA,NA,1,0,NA,0,42,White,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Very Liberal,Washington,1,NA,0,0,31,0,NA,1,1,NA,1,5,3,6,2,4,417,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,virus3
418,264,NA,29,Chinese Virus,NA,NA,NA,1,0,NA,1,29,White,"$25,000 to $34,999",Somewhat worried,Sometimes,Independent,Democratic,Moderate,Ohio,1,NA,0,0,29,0,NA,1,1,NA,1,3,2,2,2,1,418,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,virus3
419,145,48,NA,COVID-19,NA,NA,4,NA,NA,NA,1,46,Asian,"$50,000 to $74,999",Very worried,Always,Republican,,Very conservative,California,0,1,NA,1,48,NA,4,NA,4,4,NA,1,1,4,3,4,419,4-item,a,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid4
420,113,18,NA,COVID-19,1,0,NA,NA,NA,NA,0,27,Asian,"$50,000 to $74,999",Very worried,Most of the time,Independent,Democratic,Moderate,California,0,0,NA,0,18,0,1,NA,1,1,NA,3,2,4,3,3,420,3-item,a,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,covid3
421,198,NA,50,Chinese Virus,NA,NA,NA,2,0,NA,1,40,White,"$150,000 or more",Somewhat worried,Sometimes,Independent,Democratic,Liberal,Ohio,1,NA,0,0,50,0,NA,2,2,NA,2,4,3,7,2,1,421,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
422,126,NA,85,Chinese Virus,NA,NA,NA,NA,NA,1,1,45,White,"$100,000 to $149,999",Very worried,Sometimes,Democrat,,Liberal,Washington,1,NA,1,1,85,NA,NA,1,1,NA,1,4,3,6,3,1,422,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
423,79,NA,76,Chinese Virus,NA,NA,NA,2,1,NA,0,20,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Republican,,Conservative,New Jersey,1,NA,0,0,76,1,NA,2,2,NA,3,2,1,5,2,3,423,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,virus3
424,163,NA,19,Chinese Virus,NA,NA,NA,2,0,NA,1,56,White,"$35,000 to $49,999",Not too worried,About half the time,Republican,,Conservative,North Carolina,1,NA,0,0,19,0,NA,2,2,NA,2,2,1,3,1,2,424,3-item,b,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,virus3
425,158,70,NA,COVID-19,NA,NA,1,NA,NA,NA,1,41,White,"$50,000 to $74,999",Somewhat worried,About half the time,Democrat,,Liberal,Michigan,0,1,NA,1,70,NA,1,NA,1,1,NA,4,3,4,2,2,425,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
426,131,81,NA,COVID-19,0,0,NA,NA,NA,NA,0,30,White,"$35,000 to $49,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Minnesota,0,0,NA,0,81,0,0,NA,0,0,NA,5,3,3,2,3,426,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
427,382,100,NA,COVID-19,0,0,NA,NA,NA,NA,0,66,Black,"$25,000 to $34,999",Very worried,Sometimes,Democrat,,Liberal,Louisiana,0,0,NA,0,100,0,0,NA,0,0,NA,4,3,2,3,1,427,3-item,a,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
428,131,1,NA,COVID-19,NA,NA,2,NA,NA,NA,1,48,White,"$75,000 to $99,999",Very worried,About half the time,Republican,,Conservative,Indiana,0,1,NA,1,1,NA,2,NA,2,2,NA,2,1,5,3,2,428,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid4
429,196,0,NA,COVID-19,NA,NA,1,NA,NA,NA,0,48,White,"$150,000 or more",Somewhat worried,Never,Republican,,Conservative,Georgia,0,1,NA,1,0,NA,1,NA,1,1,NA,2,1,7,2,0,429,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
430,391,80,NA,COVID-19,NA,NA,2,NA,NA,NA,0,57,Asian,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Liberal,Maryland,0,1,NA,1,80,NA,2,NA,2,2,NA,4,3,2,2,0,430,4-item,a,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
431,106,59,NA,Chinese Virus,2,0,NA,NA,NA,NA,0,30,White,"$50,000 to $74,999",Not too worried,About half the time,Independent,Democratic,Conservative,New York,0,0,NA,0,59,0,2,NA,2,2,NA,2,1,4,1,2,431,3-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,covid3
432,247,NA,13,Chinese Virus,NA,NA,NA,0,0,NA,1,49,Black,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,Democratic,Conservative,Maryland,1,NA,0,0,13,0,NA,0,0,NA,0,2,1,5,2,1,432,3-item,b,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,virus3
433,229,23,NA,COVID-19,1,0,NA,NA,NA,NA,0,30,White,"$150,000 or more",Somewhat worried,Never,Democrat,,Liberal,California,0,0,NA,0,23,0,1,NA,1,1,NA,4,3,7,2,0,433,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
434,129,75,NA,COVID-19,2,0,NA,NA,NA,NA,0,43,White,"$50,000 to $74,999",Very worried,Always,Independent,Republican,Conservative,New Jersey,0,0,NA,0,75,0,2,NA,2,2,NA,2,1,4,3,4,434,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid3
435,216,NA,81,Chinese Virus,NA,NA,NA,NA,NA,2,1,64,White,"$50,000 to $74,999",Not too worried,Most of the time,Independent,Republican,Moderate,California,1,NA,1,1,81,NA,NA,2,2,NA,2,3,2,4,1,3,435,4-item,b,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,virus4
436,627,NA,19,Chinese Virus,NA,NA,NA,2,0,NA,0,42,White,"$100,000 to $149,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Washington,1,NA,0,0,19,0,NA,2,2,NA,2,5,3,6,2,3,436,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
437,244,0,NA,COVID-19,NA,NA,2,NA,NA,NA,0,55,White,"$75,000 to $99,999",Very worried,Sometimes,Republican,,Conservative,California,0,1,NA,1,0,NA,2,NA,2,2,NA,2,1,5,3,1,437,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
438,177,95,NA,COVID-19,NA,NA,1,NA,NA,NA,0,48,White,"$75,000 to $99,999",Very worried,About half the time,Democrat,,Moderate,New York,0,1,NA,1,95,NA,1,NA,1,1,NA,3,2,5,3,2,438,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid4
439,261,NA,80,Chinese Virus,NA,NA,NA,3,0,NA,1,31,Black,"$50,000 to $74,999",Somewhat worried,Always,Democrat,,Moderate,Texas,1,NA,0,0,80,0,NA,3,3,NA,3,3,2,4,2,4,439,3-item,b,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus3
440,59,38,NA,COVID-19,NA,NA,3,NA,NA,NA,0,20,White,"$50,000 to $74,999",Very worried,Always,Democrat,,Very Liberal,Pennsylvania,0,1,NA,1,38,NA,3,NA,3,3,NA,5,3,4,3,4,440,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
441,133,0,NA,COVID-19,NA,NA,2,NA,NA,NA,0,48,White,"$75,000 to $99,999",Somewhat worried,About half the time,Republican,,Conservative,Wisconsin,0,1,NA,1,0,NA,2,NA,2,2,NA,2,1,5,2,2,441,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid4
442,109,68,NA,COVID-19,1,1,NA,NA,NA,NA,1,25,Asian,"$50,000 to $74,999",Very worried,Most of the time,Independent,No opinion,Moderate,California,0,0,NA,0,68,1,1,NA,1,2,NA,3,2,4,3,3,442,3-item,a,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid3
443,287,10,NA,COVID-19,NA,NA,2,NA,NA,NA,1,74,White,"$50,000 to $74,999",Somewhat worried,About half the time,Republican,,Conservative,Maine,0,1,NA,1,10,NA,2,NA,2,2,NA,2,1,4,2,2,443,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid4
444,74,NA,34,COVID-19,NA,NA,NA,NA,NA,3,0,22,Hispanic,"$50,000 to $74,999",Not too worried,Most of the time,Independent,Democratic,Liberal,California,1,NA,1,1,34,NA,NA,3,3,NA,3,4,3,4,1,3,444,4-item,b,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,virus4
445,78,NA,57,COVID-19,NA,NA,NA,NA,NA,2,1,34,White,"$100,000 to $149,999",Not too worried,About half the time,Republican,,Conservative,New Jersey,1,NA,1,1,57,NA,NA,2,2,NA,2,2,1,6,1,2,445,4-item,b,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,virus4
446,122,10,NA,COVID-19,2,0,NA,NA,NA,NA,1,41,White,"$75,000 to $99,999",Somewhat worried,About half the time,Republican,,Conservative,Florida,0,0,NA,0,10,0,2,NA,2,2,NA,2,1,5,2,2,446,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
447,157,0,NA,COVID-19,0,0,NA,NA,NA,NA,0,33,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Conservative,Maine,0,0,NA,0,0,0,0,NA,0,0,NA,2,1,2,3,3,447,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,covid3
448,231,32,NA,COVID-19,NA,NA,1,NA,NA,NA,1,37,White,"$50,000 to $74,999",Somewhat worried,About half the time,Republican,,Very conservative,Tennessee,0,1,NA,1,32,NA,1,NA,1,1,NA,1,1,4,2,2,448,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid4
449,113,NA,56,Chinese Virus,NA,NA,NA,NA,NA,2,0,27,Black,"$50,000 to $74,999",Very worried,Always,Democrat,,Very Liberal,New York,1,NA,1,1,56,NA,NA,2,2,NA,2,5,3,4,3,4,449,4-item,b,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
450,87,35,NA,COVID-19,0,0,NA,NA,NA,NA,1,20,Black,"Less than $25,000",Not too worried,Most of the time,Independent,No opinion,Moderate,Massachusetts,0,0,NA,0,35,0,0,NA,0,0,NA,3,2,1,1,3,450,3-item,a,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,covid3
451,141,68,NA,COVID-19,NA,NA,2,NA,NA,NA,1,30,Asian,"$35,000 to $49,999",Somewhat worried,Sometimes,Democrat,,Moderate,Georgia,0,1,NA,1,68,NA,2,NA,2,2,NA,3,2,3,2,1,451,4-item,a,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,covid4
452,99,NA,100,COVID-19,NA,NA,NA,0,0,NA,1,29,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,North Carolina,1,NA,0,0,100,0,NA,0,0,NA,0,5,3,5,2,1,452,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,virus3
453,64,62,NA,COVID-19,NA,NA,2,NA,NA,NA,1,22,Black,"$25,000 to $34,999",Somewhat worried,About half the time,Independent,No opinion,Moderate,South Carolina,0,1,NA,1,62,NA,2,NA,2,2,NA,3,2,2,2,2,453,4-item,a,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid4
454,377,NA,70,Chinese Virus,NA,NA,NA,1,0,NA,0,30,White,"$35,000 to $49,999",Somewhat worried,Most of the time,Independent,No opinion,Moderate,Iowa,1,NA,0,0,70,0,NA,1,1,NA,1,3,2,3,2,3,454,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,virus3
455,162,50,NA,COVID-19,NA,NA,1,NA,NA,NA,1,31,White,"$50,000 to $74,999",Not too worried,Sometimes,Democrat,,Liberal,Washington,0,1,NA,1,50,NA,1,NA,1,1,NA,4,3,4,1,1,455,4-item,a,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,covid4
456,140,NA,72,Chinese Virus,NA,NA,NA,NA,NA,1,1,47,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Independent,Democratic,Very Liberal,New Mexico,1,NA,1,1,72,NA,NA,1,1,NA,1,5,3,6,2,1,456,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
457,161,NA,75,Chinese Virus,NA,NA,NA,NA,NA,2,0,26,White,"$50,000 to $74,999",Very worried,Most of the time,Democrat,,Liberal,Maine,1,NA,1,1,75,NA,NA,2,2,NA,2,4,3,4,3,3,457,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
458,89,NA,14,Chinese Virus,NA,NA,NA,NA,NA,2,1,47,White,"$100,000 to $149,999",Not too worried,Never,Republican,,Conservative,New Jersey,1,NA,1,1,14,NA,NA,2,2,NA,2,2,1,6,1,0,458,4-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,virus4
459,216,NA,95,Chinese Virus,NA,NA,NA,2,0,NA,1,35,White,"$35,000 to $49,999",Very worried,Sometimes,Independent,Democratic,Moderate,Wisconsin,1,NA,0,0,95,0,NA,2,2,NA,2,3,2,3,3,1,459,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,virus3
460,168,NA,77,Chinese Virus,NA,NA,NA,1,0,NA,0,28,White,"$150,000 or more",Somewhat worried,About half the time,Democrat,,Liberal,Michigan,1,NA,0,0,77,0,NA,1,1,NA,1,4,3,7,2,2,460,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
461,195,93,NA,COVID-19,NA,NA,2,NA,NA,NA,0,36,White,"$75,000 to $99,999",Very worried,About half the time,Democrat,,Very Liberal,Kentucky,0,1,NA,1,93,NA,2,NA,2,2,NA,5,3,5,3,2,461,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid4
462,128,65,NA,COVID-19,1,0,NA,NA,NA,NA,1,21,White,"$150,000 or more",Very worried,Sometimes,Independent,No opinion,Moderate,Connecticut,0,0,NA,0,65,0,1,NA,1,1,NA,3,2,7,3,1,462,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,covid3
463,205,NA,100,Chinese Virus,NA,NA,NA,1,0,NA,1,34,White,"$100,000 to $149,999",Somewhat worried,Most of the time,Independent,Democratic,Moderate,California,1,NA,0,0,100,0,NA,1,1,NA,1,3,2,6,2,3,463,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,virus3
464,136,NA,73,Chinese Virus,NA,NA,NA,NA,NA,1,0,23,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,California,1,NA,1,1,73,NA,NA,1,1,NA,1,5,3,4,2,1,464,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
465,336,NA,0,Chinese Virus,NA,NA,NA,NA,NA,0,0,41,Asian,"$35,000 to $49,999",Not worried at all,Most of the time,Independent,No opinion,Moderate,California,1,NA,1,1,0,NA,NA,0,0,NA,0,3,2,3,0,3,465,4-item,b,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,virus4
466,107,70,NA,COVID-19,NA,NA,1,NA,NA,NA,0,37,White,"$75,000 to $99,999",Not too worried,Sometimes,Independent,Democratic,Moderate,Colorado,0,1,NA,1,70,NA,1,NA,1,1,NA,3,2,5,1,1,466,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,covid4
467,139,80,NA,COVID-19,NA,NA,1,NA,NA,NA,0,42,White,"$50,000 to $74,999",Very worried,Never,Independent,Democratic,Liberal,Illinois,0,1,NA,1,80,NA,1,NA,1,1,NA,4,3,4,3,0,467,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
468,200,61,NA,COVID-19,2,0,NA,NA,NA,NA,1,38,Asian,"$75,000 to $99,999",Somewhat worried,Always,Democrat,,Very Liberal,Nevada,0,0,NA,0,61,0,2,NA,2,2,NA,5,3,5,2,4,468,3-item,a,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
